,Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,label
548,548,23,35,18,53.02467198568066,47.36534833,5.414492777,176.0351568906551,mothbeans
549,549,9,60,23,53.43452215623053,57.17377029,6.276004336,158.28596604585454,mothbeans
550,550,3,58,21,43.692021898149605,46.82652785,9.160691747,235.25323620326634,mothbeans
551,551,22,42,22,60.65507073283064,56.96640758,7.887658711,181.51418416999752,mothbeans
552,552,12,39,21,59.899600533150064,62.85948245,8.183844843,334.1558631673853,mothbeans
553,553,39,36,22,59.56425520335417,60.50320928,9.072011412,139.1943334922457,mothbeans
554,554,32,41,16,50.2080932958409,61.39451307,7.702287236,263.60808381757306,mothbeans
555,555,30,41,15,47.4137136448453,44.17085032,5.88509677,151.85093512226615,mothbeans
556,556,19,36,22,54.34239167009663,58.55363573,6.16496284,127.92003721700246,mothbeans
557,557,4,46,15,53.365975305018125,62.40392519,3.504752314,203.15623596131277,mothbeans
558,558,21,39,20,60.477437761414414,52.3003173,7.388007483,112.58589771593293,mothbeans
559,559,35,57,25,53.29399666422215,42.26206161,8.340398059,230.71703364092497,mothbeans
560,560,22,55,24,53.389640624893616,57.30636014,8.66077954,188.76258791155817,mothbeans
561,561,35,51,17,48.29709190803008,49.84213387,3.558822825,157.21185747091417,mothbeans
562,562,17,56,17,45.48440381646843,45.41393636,5.9565851,183.44190440820554,mothbeans
563,563,28,57,17,57.89867100443304,61.58245338,9.416003106,68.08536828673633,mothbeans
564,564,22,36,16,46.88798170509286,50.77148138,8.18422855,226.0257481966875,mothbeans
565,565,11,41,19,46.44816207431455,41.81420849,5.131779302,165.5712067694836,mothbeans
566,566,38,38,18,51.84737237226998,61.18749126,6.294130313,70.1424709921049,mothbeans
567,567,23,37,24,46.60384984279226,44.2252605,7.991902443,95.5826284403071,mothbeans
568,568,25,35,20,52.676530985007204,43.35365671,8.923095695,109.6291985635578,mothbeans
569,569,40,45,20,58.45310867674331,57.69622912,6.878498176,207.62686215497797,mothbeans
570,570,23,58,19,52.00001735510344,58.25204566,5.243634849,182.7428161323163,mothbeans
571,571,2,56,23,45.47095335983775,59.79023382,7.550090941,143.33302830500193,mothbeans
572,572,3,56,17,60.71502112882382,53.50567601,8.709291688,173.48823543651596,mothbeans
573,573,26,51,25,58.560933949748645,52.62741529,7.792508068,165.78848801215,mothbeans
574,574,39,42,20,52.031151745032616,61.25353851,8.055908858,103.2022675726407,mothbeans
575,575,27,59,20,50.54486270437053,52.60950014,4.397698806,123.36833755382713,mothbeans
576,576,24,45,19,43.945038927409556,48.8246387,5.952384957,93.4483292653056,mothbeans
577,577,7,40,17,57.968033304466175,40.92604945,8.532078733,166.50978643400524,mothbeans
578,578,15,45,23,51.815014542937945,61.43378674,7.224193642,327.7570700228004,mothbeans
579,579,26,52,23,48.48723626342779,49.60384796,4.931890506,131.41044158803243,mothbeans
580,580,20,45,16,60.718021078532985,54.61813464,4.626212446,176.59826898332724,mothbeans
581,581,34,54,24,58.362743344487164,41.55934359,5.026003659,200.76770720805706,mothbeans
582,582,19,51,25,52.06218135600956,48.23991436,3.5253661,133.30743407000722,mothbeans
583,583,29,41,21,57.57846153931112,62.84916863,8.86979671,166.74386801717253,mothbeans
584,584,20,50,22,45.0440348068783,46.42693735,9.406887533,169.68914384594007,mothbeans
585,585,11,40,23,61.70118960198174,63.04749127,5.80428611,121.4995317418821,mothbeans
586,586,15,54,15,49.85801139193173,57.03184356,8.35495812,207.85581228411831,mothbeans
587,587,35,55,22,60.961769953266725,52.62696801,8.634929739,227.71914371332073,mothbeans
588,588,9,59,25,62.43534646851208,60.16299493,7.699200949,181.02032392206655,mothbeans
589,589,40,45,18,52.86540043482793,55.20522037,5.261285926,179.3414099253103,mothbeans
590,590,35,38,19,62.66420707917969,63.18180319,9.112771682,109.99016087315235,mothbeans
591,591,14,58,17,49.48510626398313,59.96664731,4.605700542,182.59741922427963,mothbeans
592,592,40,55,18,63.27775067827344,40.5926071,7.115994051,148.61403941027413,mothbeans
593,593,18,36,23,52.78555518331364,53.76623369,7.214078621,179.9767117808748,mothbeans
594,594,35,52,15,55.320497114588676,61.14754363,9.93509073,104.6321349544909,mothbeans
595,595,4,59,22,56.81771140330886,49.00323081,8.914074888,187.19683880862064,mothbeans
596,596,22,51,16,54.27749102419361,61.34900107,8.639586199,164.25974435486717,mothbeans
597,597,33,47,17,38.90839259377201,48.27531965,8.621514073,119.87519115165527,mothbeans
598,598,2,51,17,42.04914459061523,45.96341933,5.838508699,216.73558007868672,mothbeans
599,599,16,51,21,57.46962661567153,49.9767522,3.532008668,152.74188502264153,mothbeans
600,600,19,55,20,56.19726433944069,87.80507732,7.18530147,146.31338010579327,mungbean
601,601,8,54,20,57.03660787537905,80.77275974,7.034214276,179.13093061917766,mungbean
602,602,36,55,20,62.36117523147249,84.34262707,6.635968698,141.67564144438214,mungbean
603,603,10,56,16,57.110235211475185,81.04554836,6.828187499,95.46798414852306,mungbean
604,604,22,56,17,56.81902576058721,87.32761241,6.89077995,187.25531166392253,mungbean
605,605,9,57,24,46.244493853499165,89.71503316,7.165121109,66.75470507880958,mungbean
606,606,34,59,23,53.10288398873587,83.24855855,6.935804256,52.41908667202158,mungbean
607,607,31,51,25,55.720556031035045,85.5701901,7.196774236,121.13663541724674,mungbean
608,608,0,49,18,51.30296837127629,87.93598094,6.990095452,49.47595416658748,mungbean
609,609,21,39,20,58.88536185522876,82.1193047,7.064782138,94.63575757843881,mungbean
610,610,28,35,22,50.65925524182488,86.73346018,7.156563094,194.6593419938305,mungbean
611,611,17,52,17,52.03872786106976,86.45147631,6.364967184,216.36652707703595,mungbean
612,612,24,42,23,57.423175666507234,82.35916228,6.428054409,129.54282743763622,mungbean
613,613,28,46,16,51.164257466361335,84.96089355,6.664187809,157.10856062745208,mungbean
614,614,21,38,21,58.70815143943038,86.45193297,6.637677489,99.16047243292022,mungbean
615,615,34,60,25,57.294406148367145,85.16906976,6.79385576,161.8176894262299,mungbean
616,616,19,53,22,51.589159500408186,80.4513142,6.852884643,122.29725005245423,mungbean
617,617,31,58,15,52.25710044998707,84.96771717,7.121571293,138.6518956210494,mungbean
618,618,19,35,24,54.131307563335845,83.64274107,6.883308033,123.80456146080572,mungbean
619,619,24,53,17,53.43354145814733,89.07866095,6.421271178,155.9756759544042,mungbean
620,620,13,47,20,53.148576385874094,87.93724219,6.54450214,127.0858763162723,mungbean
621,621,31,53,16,57.14326841508118,85.81675947,6.452006451,168.42445942349116,mungbean
622,622,28,45,23,59.14671295491174,80.29868321,6.489259136,173.79672801457065,mungbean
623,623,31,37,21,54.47740612572815,86.404241,6.713410626,133.67718721530736,mungbean
624,624,33,60,15,60.660732602246206,81.67085323,6.510840928,190.30091811444586,mungbean
625,625,34,45,21,46.23429691500702,82.60629652,6.287380117,148.62495685241876,mungbean
626,626,13,57,25,42.89365640591389,86.20681554,6.86308576,199.9432392170915,mungbean
627,627,33,57,17,54.155273242059934,88.71782287,6.78415271,164.6038105659527,mungbean
628,628,32,57,22,61.679390666512795,87.50436797,6.769415888,193.11870797352063,mungbean
629,629,23,59,25,60.19129433282586,88.73100226,6.320768488,233.39850327089974,mungbean
630,630,35,41,18,56.52883843287721,81.59200689,6.705008504,149.08536917135302,mungbean
631,631,6,48,24,58.306752835776166,84.61431076,6.790736339,151.6669196238841,mungbean
632,632,29,36,25,61.533780377717136,88.4393979,7.130278657,195.60939404068938,mungbean
633,633,4,36,22,54.448897970827765,86.13316408,7.012740397,155.55764526753939,mungbean
634,634,10,59,22,44.375455274364185,86.99495766,7.155685016,112.69334534462537,mungbean
635,635,14,48,21,50.323062656371995,84.80084105,6.991242362,172.07416734835175,mungbean
636,636,8,50,21,55.65599550734554,89.1148059,6.218923893,111.18028226127895,mungbean
637,637,20,40,15,58.43132913638077,88.07505524,7.199495368,198.11356217265796,mungbean
638,638,36,43,22,48.927828131957156,87.16679147,6.389882166,142.43512077916785,mungbean
639,639,14,57,15,54.93309819228348,83.14796296,6.623438282,137.62985178849888,mungbean
640,640,11,60,23,50.79759647165541,88.50229102,7.033012777,255.60116583923488,mungbean
641,641,10,59,15,52.336253923640825,89.30428305,6.32400451,61.97304319587486,mungbean
642,642,7,60,25,51.497986758270045,82.76020821,6.397636709,162.97887532260788,mungbean
643,643,2,47,15,55.77864260853785,85.99127934,6.401455706,126.37628713566218,mungbean
644,644,20,45,22,54.66801166005641,89.9939693,6.904587016,59.36597741965062,mungbean
645,645,2,39,15,62.69433033522799,82.9116472,6.478557136,188.30158092581257,mungbean
646,646,27,40,24,61.67155887693029,89.99615558,7.063022095,98.92273510901255,mungbean
647,647,35,48,15,46.4075525081677,87.4512669,6.981758362,84.46200808400404,mungbean
648,648,4,59,25,59.689742871285276,81.94268594,6.227134139,112.48393047335296,mungbean
649,649,1,48,24,62.640982198897106,85.60472562,6.232836962,166.86597346381137,mungbean
650,650,36,43,21,62.666635887987695,84.8593608,7.140437859,178.82546898121143,mungbean
651,651,11,46,24,61.64232564086329,89.80650642,6.459252023,129.9985256119406,mungbean
652,652,34,47,19,59.38638543213213,85.44815232,6.568795404,140.5393747316579,mungbean
653,653,21,44,18,47.52591584772905,86.89934108,7.12851089,117.68097265483466,mungbean
654,654,17,58,20,61.3847425368904,85.91625451,6.42937879,71.18640882621435,mungbean
655,655,25,40,21,43.66452000527521,81.13903037,6.248900919,183.0848760549838,mungbean
656,656,2,38,18,55.249299917893325,89.92908171,6.619891498,153.3888093613295,mungbean
657,657,9,48,20,55.8477109978388,84.28187572,6.377568542,179.9087956667014,mungbean
658,658,37,49,25,54.34063374833562,85.85384444,6.415459592,211.14796985947282,mungbean
659,659,36,38,15,44.010583696482314,87.59810657,6.320662012,251.50971141226702,mungbean
660,660,40,58,15,53.778322830502994,87.60890009,6.978400282,98.70373873468534,mungbean
661,661,30,44,16,50.191921443703365,82.89166381,6.442335593,98.05872908231255,mungbean
662,662,1,59,23,54.96866742881765,87.17649,7.184398832,76.45432146803087,mungbean
663,663,9,48,22,50.106678337338835,87.09979549,6.402926221,134.04950822838356,mungbean
664,664,14,41,17,52.340798465978324,88.48312598,7.085982325,185.72222495375118,mungbean
665,665,35,52,19,46.888835234986686,89.89593328,6.698574085,177.58722030057476,mungbean
666,666,31,48,17,53.68908848735753,86.94206817,6.594739424,209.17561352209918,mungbean
667,667,4,41,20,51.20719959228957,83.8001509,6.647965508,222.60849178816125,mungbean
668,668,30,37,25,52.62147283062181,80.14487166,7.120032489,204.73588155082794,mungbean
669,669,9,35,20,52.96395141103636,80.98004661,6.91380932,94.79341074042362,mungbean
670,670,20,41,20,57.282406213297065,89.4875022,7.073048264,194.65192384461767,mungbean
671,671,37,50,23,46.939643310130734,88.48587386,6.5304707,290.8789293175894,mungbean
672,672,34,35,21,50.890426214374344,82.67639542,6.684381357,160.51154619680335,mungbean
673,673,14,37,15,57.297875693738135,83.97586797,6.581351374,86.88526079204314,mungbean
674,674,23,39,22,61.29092326083699,81.97952224,6.86483915,136.11803153208314,mungbean
675,675,5,45,21,52.61893198599871,88.00989267,6.487124217,192.0454121651381,mungbean
676,676,22,37,20,58.259835110955564,86.49366929,6.605733068,273.42280034586105,mungbean
677,677,40,51,17,65.01037081332719,86.12194568,6.860602782,228.44944634949803,mungbean
678,678,27,56,20,55.61318162781848,87.11497805,6.41874299,192.15011782587493,mungbean
679,679,31,40,22,52.99098629484923,86.16063492,6.365513634,270.3596541902259,mungbean
680,680,38,36,21,53.59938721154812,84.8845732,6.556372966,99.45251752717469,mungbean
681,681,6,37,17,58.53179453026189,80.35005927,6.760694228,79.12627812191582,mungbean
682,682,6,47,18,56.318876130186624,80.28038146,6.715276663,233.7931529189697,mungbean
683,683,24,44,17,67.43530284686297,80.03499648,6.666380512,121.72516102030356,mungbean
684,684,25,59,19,58.74273700420076,83.6869203,6.626629798,196.77230428834628,mungbean
685,685,32,56,21,47.07818696268468,88.66663953,6.702772465,152.86269122480562,mungbean
686,686,8,45,18,59.81926541545775,85.42058715,7.011030515,99.17230702658019,mungbean
687,687,19,39,17,43.88532078337808,81.8009244,6.890156495,139.82864373016585,mungbean
688,688,39,37,15,60.05489900039795,83.78911515,6.821747052,219.19605134238705,mungbean
689,689,33,37,19,51.954469492970965,86.5543196,7.183189922,89.20420061975801,mungbean
690,690,26,54,17,47.29675950358956,88.9570454,6.27258822,114.87149426112197,mungbean
691,691,21,51,15,62.309381192156835,89.1886954,6.679127482,107.65326505898068,mungbean
692,692,22,54,20,57.306820508474324,83.63802195,6.689825155,211.62907770354872,mungbean
693,693,29,45,16,55.86826574015382,87.91332682,6.583381939,165.27300414682028,mungbean
694,694,4,40,21,53.92744757329754,80.45744422,6.725551062,164.80297119919146,mungbean
695,695,10,37,22,51.14889332929018,89.12760359,7.069747814,97.43342840157122,mungbean
696,696,4,44,19,61.340705581106675,83.52706038,6.921993878,137.0727683857782,mungbean
697,697,20,45,17,51.730848846727035,83.69659318,6.770955317,136.37032754978253,mungbean
698,698,23,45,23,52.63505464828306,86.69133979,6.983130466,-6.5348551199448295,mungbean
699,699,25,48,21,51.97082989852508,83.48991368,6.267684328,269.9094204726871,mungbean
700,700,56,79,15,49.78465045899118,63.19915325,7.454532137,176.6922259915128,blackgram
701,701,25,62,21,63.562613907230286,68.13999721,7.040056094,133.76890724678265,blackgram
702,702,42,61,22,57.62153534324481,62.28814857,7.418650668,124.62698966337021,blackgram
703,703,42,73,25,64.1338429373902,67.21113844,6.501869314,195.00708412944016,blackgram
704,704,44,58,18,53.9762169822244,65.06601664,6.814410928,144.87256887489053,blackgram
705,705,50,55,16,52.395109111828816,65.33538112,7.581442888,230.9767684047544,blackgram
706,706,35,72,21,64.30371865633899,64.28791388,7.741418772,81.40213823208514,blackgram
707,707,30,64,20,59.65841663445888,61.57072498,6.573531614,114.28460469446803,blackgram
708,708,27,64,21,57.41326754254258,68.68401492,7.543804223,182.83435983684194,blackgram
709,709,50,74,17,44.254511960505496,63.36085585,6.5408208,172.59411585802528,blackgram
710,710,39,73,24,52.66900066660421,61.18235808,7.22405917,179.62409298371534,blackgram
711,711,57,67,25,56.94785491684664,66.61452812,7.551364319,225.37492798962498,blackgram
712,712,52,63,19,62.38166949665816,68.32176769,6.928898659,148.3734713411335,blackgram
713,713,55,66,22,53.04279978422662,68.79427388,7.747775263,141.56276513637278,blackgram
714,714,51,56,18,48.29022524237482,64.2097765,6.706505915,262.3691938230194,blackgram
715,715,36,66,15,54.693562400241795,69.34811988,6.668238556,263.3077815507777,blackgram
716,716,59,55,19,52.19095958525625,62.51007687,7.332375138,231.3890540389904,blackgram
717,717,50,58,23,42.014933412553134,62.50460464,7.596802025,157.66064620168282,blackgram
718,718,30,65,25,56.561337401199296,64.59457409,7.70650895,174.10107870244968,blackgram
719,719,20,62,18,62.56029705458262,64.98742947,7.366542647,208.91009745861277,blackgram
720,720,58,71,15,56.63609054719763,67.5861883,6.919243702,192.65331158102083,blackgram
721,721,25,71,24,53.89176557019229,60.44848407,7.187721818,174.70151304188354,blackgram
722,722,52,71,16,46.07828148396872,68.53997144,7.075886472,189.56993420132642,blackgram
723,723,40,63,18,60.1570866996141,67.66323804,6.74441168,190.0809441273727,blackgram
724,724,20,60,25,46.37811219782661,69.09047809,6.726469088,137.03733575518874,blackgram
725,725,48,61,21,52.57265474882417,61.69295127,6.628264883,228.70216715078882,blackgram
726,726,49,68,22,57.4002091961067,61.53278622,7.127064207,82.5309310555869,blackgram
727,727,48,62,15,53.6930114133706,66.6379724,7.538631462,210.72169618473558,blackgram
728,728,32,66,17,51.57861702584253,65.26774011,7.162357641,344.9087015612958,blackgram
729,729,21,63,22,59.858195713044594,67.72837887,6.859409487,164.4345285362254,blackgram
730,730,20,72,19,63.457142602664916,64.34848735,7.397190844,138.46907137073376,blackgram
731,731,25,65,21,64.34964815849284,68.59232289,6.880245789,209.2263624174806,blackgram
732,732,41,78,21,50.5042332773352,60.37332688,6.581313137,163.5679160857452,blackgram
733,733,53,67,17,54.20180663542624,69.01852894,7.296972161,84.08624000356437,blackgram
734,734,39,60,21,50.23116517528998,63.59948557,6.97297656,100.85053703950807,blackgram
735,735,25,76,17,55.82443150148184,68.63525428,7.241148507,144.5913563337842,blackgram
736,736,21,78,19,58.76541406896058,66.76017239,6.92009048,114.41201904132095,blackgram
737,737,57,60,17,53.09654354804631,67.88521396,7.504608385,118.24249450845349,blackgram
738,738,56,75,15,58.09001121239459,60.06534859,7.152272256,121.15075673198038,blackgram
739,739,49,72,15,62.739912038714884,67.83563765,7.137004749,189.82810954143503,blackgram
740,740,24,80,19,57.51236331125001,69.0854554,6.808041722,200.64767295439054,blackgram
741,741,49,76,18,46.21184908852963,67.7017527,7.393631868,141.55925757428815,blackgram
742,742,28,68,19,62.56747475187501,61.38597868,7.69950698,277.6563876543652,blackgram
743,743,55,78,21,62.950142882130464,62.93692886,6.602888249,56.671931354053186,blackgram
744,744,50,64,25,48.18450599295623,63.37230676,6.734447425,172.73699417750146,blackgram
745,745,34,80,19,61.2684420844126,63.0563645,6.521217963,105.6022220607198,blackgram
746,746,20,68,23,56.04275767494626,63.95425534,7.707332484,235.20237301359788,blackgram
747,747,55,67,16,53.384203753795646,69.69366426,6.596719015,201.458251797714,blackgram
748,748,23,70,15,60.755654062405185,63.11296779,7.403623355,211.37988763037197,blackgram
749,749,53,74,15,67.64087797963923,64.94329356,7.517097,181.76584938515566,blackgram
750,750,26,67,16,50.022858257466936,67.90577375,7.17620823,197.57577756012773,blackgram
751,751,33,80,22,48.526718268333866,65.71765781,6.593961761,246.81069864554814,blackgram
752,752,37,79,19,55.18266949230228,69.3478631,7.143942758,131.65822417666027,blackgram
753,753,33,75,21,67.16902892602545,68.93875631,6.690655045,131.56461645143352,blackgram
754,754,22,55,20,56.09869280586243,69.96100028,7.423530351,175.6238076264687,blackgram
755,755,20,68,17,58.78799373729032,60.11680815,6.578714843,190.3599262967682,blackgram
756,756,43,68,20,60.53717174785826,66.17587668,7.497469256,183.52937892778348,blackgram
757,757,44,76,22,54.13394194187803,68.01232937,7.775306272,200.28091857679425,blackgram
758,758,34,60,16,58.67335653511138,64.24992106,7.322555223,112.4785430787644,blackgram
759,759,21,72,17,52.54773317557016,66.55723677,7.580527339,213.90692029788283,blackgram
760,760,25,68,19,46.74851006552381,64.25510719,7.108450121,236.27444719518627,blackgram
761,761,41,62,15,55.030019796331125,64.14928485,7.358974541,141.82860646758377,blackgram
762,762,28,65,23,66.14630709597728,61.88871127,7.405176138,211.08063325863003,blackgram
763,763,35,64,15,53.64127267987348,63.53604453,6.500144962,197.46463103895812,blackgram
764,764,52,58,16,63.577912587961706,61.14508627,7.167435834,146.63302158920885,blackgram
765,765,58,75,25,47.37625444689235,61.36669662,7.261791753,202.16164113643492,blackgram
766,766,34,66,19,61.197316064992734,60.18122078,7.586642101,214.29566772223632,blackgram
767,767,52,70,16,66.5010886494706,66.60416867,7.534811833,207.3310553297668,blackgram
768,768,23,57,19,50.881078034796154,67.99803573,7.251000789,174.89223210473375,blackgram
769,769,42,58,25,55.59406338533836,62.90020977,6.513620918,272.37526928358466,blackgram
770,770,37,62,17,50.13385416318971,69.84354028,7.121254928,120.78682373580958,blackgram
771,771,44,75,22,60.119904210999096,64.14800537,7.574561547,135.73815859392866,blackgram
772,772,21,80,20,59.946798476482606,68.27085245,7.350869792,175.11582223746996,blackgram
773,773,56,76,16,54.48619867150657,61.18956161,7.513151076,233.9678889824268,blackgram
774,774,29,76,15,59.917894768221046,64.2020154,7.025607706,275.52301689118076,blackgram
775,775,43,61,20,51.982715100061235,61.61367264,6.804253866,101.58233400361195,blackgram
776,776,55,60,15,57.37619535424201,68.77994074,7.163043872,132.84001646951424,blackgram
777,777,44,63,15,46.883407741217525,64.51136845,7.338929556,220.00049013015519,blackgram
778,778,29,67,21,58.26703608641111,63.38789228,6.621323612,86.26561162258837,blackgram
779,779,47,63,16,61.710500561263984,67.10464369,6.661870999,194.94362318447327,blackgram
780,780,40,68,17,68.69090204532738,65.14877461,7.733149554,290.24232612826756,blackgram
781,781,58,61,15,53.69089238909994,64.23364112,7.402891666,172.28311893688,blackgram
782,782,41,74,18,49.11827476768778,61.02701476,6.599147298,132.33724505406678,blackgram
783,783,58,79,17,43.85185065354126,66.10123083,7.04174124,297.781046670493,blackgram
784,784,27,62,24,53.25941334418741,66.770943,7.353876754,163.5187517012294,blackgram
785,785,27,60,17,45.52582689165443,63.64698302,7.026795359,168.71278869923196,blackgram
786,786,52,65,20,56.65076317046736,66.15665137,6.814301033,212.17673186963188,blackgram
787,787,44,55,25,58.519494929813156,65.91359954,7.42160832,247.58311772420447,blackgram
788,788,21,62,24,50.31033851679595,62.73317204,6.847382891,122.65512616208208,blackgram
789,789,60,59,22,48.14169166128987,66.74217464,7.191522601,107.79555640533842,blackgram
790,790,33,77,21,60.6613279965208,65.62971858,7.01285529,152.14984794173694,blackgram
791,791,59,58,17,50.61207096802178,66.31394098,7.368318809,125.18869633894849,blackgram
792,792,29,63,17,53.77999329734582,67.88811637,7.26154329,231.6306687825924,blackgram
793,793,59,63,18,58.46234645737843,60.13263713,6.52669158,164.53898418929847,blackgram
794,794,29,70,15,48.54902728342552,63.54718862,6.872594461,168.5381207313904,blackgram
795,795,58,73,16,55.45115320319144,65.67718163,6.874142175,160.60173184311543,blackgram
796,796,55,77,22,53.44222224374971,62.99303471,7.76061831,53.5467610444347,blackgram
797,797,42,79,23,58.273235581449725,63.29103387,6.781841984,214.51432611644208,blackgram
798,798,44,77,21,56.65808820107433,61.3009051,7.326980454,69.75183090558501,blackgram
799,799,38,62,25,57.059987413412344,67.77954584,7.453975408,92.65190451899,blackgram
800,800,32,76,15,49.39296905627287,63.49802189,7.604110177,189.65644733431105,lentil
801,801,13,61,22,42.63308053694496,63.27771461,7.728832424,144.77149188643924,lentil
802,802,38,60,20,57.48953990307045,60.63872613,7.491217102,247.18686533838635,lentil
803,803,11,74,17,54.39786406426548,69.92375891,6.633864582,138.19581621799824,lentil
804,804,37,71,16,48.54494973418906,68.51966729,7.324863481,225.88364785989876,lentil
805,805,29,71,18,49.66619575140437,62.13873825,6.410441476,250.85276214716012,lentil
806,806,2,72,18,45.372935183203076,60.97876599,7.836719564,132.44995487267198,lentil
807,807,6,59,21,57.94015574890355,66.14007674,6.139215944,215.3188201219151,lentil
808,808,13,64,20,51.50372064320297,62.57526895,6.590571088,83.82887667301463,lentil
809,809,8,58,17,58.00486098020828,69.15640149,7.286049978,184.34646456804631,lentil
810,810,6,77,20,47.008863766785865,60.2816298,6.058306161,133.535694549543,lentil
811,811,2,75,22,50.04059305956024,61.78779413,6.658605362,137.92685665608477,lentil
812,812,3,69,23,62.11960986328161,63.18832976,7.299360767,158.17875974507152,lentil
813,813,27,80,24,51.311019963776985,61.77336343,7.815210661,189.2533208523881,lentil
814,814,39,78,15,46.96904705727798,62.60136323,5.925391795,74.37362577288468,lentil
815,815,40,79,17,42.35544450552369,63.18738532,6.403683619,156.0890221496752,lentil
816,816,37,62,22,60.6125461615771,61.62313345,7.397546271,240.99525730914064,lentil
817,817,31,60,24,55.33660619034168,65.8567539,7.722335992,114.420266369614,lentil
818,818,22,67,22,53.812123528069094,64.49166566,7.475926645,264.4200481915373,lentil
819,819,3,78,18,34.921567172502535,68.65257685,6.887130053,104.01242311379292,lentil
820,820,4,80,16,56.433877061968055,68.01965728,7.441976825,148.80818747482186,lentil
821,821,13,61,24,40.38931951538976,69.6897615,7.629910253,178.4293267024014,lentil
822,822,12,66,20,53.92571993959521,63.41785982,7.336117221,182.2807074442719,lentil
823,823,4,61,21,45.451218828305535,60.09116626,6.75020529,262.52380231089506,lentil
824,824,9,60,21,49.26070201248483,67.31323084,7.52178027,77.53314922378942,lentil
825,825,18,66,22,47.923949973923925,67.55109024,6.347379185,209.64472672070553,lentil
826,826,32,56,18,46.041660847066765,65.84395319,7.135251532,198.37805414812038,lentil
827,827,6,72,15,45.70761946843,66.70897237,7.670178119,230.4480808783388,lentil
828,828,15,77,20,48.13661205585646,66.92642362,7.399749291,227.28873124182067,lentil
829,829,0,65,24,57.6693805323335,62.44616219,7.841496029,267.7658000525405,lentil
830,830,30,79,22,46.78544670085458,69.48515056,6.254216611,143.74020450939008,lentil
831,831,3,63,16,53.540805220753406,61.18458224,6.868881708,113.3605379923655,lentil
832,832,2,78,23,46.36890667138951,66.43934593,7.320514721,226.74259464417835,lentil
833,833,10,78,18,44.164806972202626,62.70637578,6.296976913,121.94545351641744,lentil
834,834,14,67,25,54.623443562779286,60.85993533,7.241151936,177.82613948704625,lentil
835,835,39,65,23,44.54304191991129,69.12613376,7.685959305,194.847947351505,lentil
836,836,19,72,15,56.29441540652461,69.76112921,6.890760124,73.13950893368069,lentil
837,837,18,57,21,49.3816344523199,63.93927841,6.155915975,144.97491655994864,lentil
838,838,31,58,15,54.50483354046245,60.19461399,6.167855382,242.1847465075927,lentil
839,839,28,58,25,55.79047417393015,62.04814951,6.861640036,95.09612252801884,lentil
840,840,5,65,19,45.278852465183135,68.10365387,6.978361689,116.3304620176853,lentil
841,841,16,65,19,51.69525669964233,69.29786244,7.043160241,104.99835515486525,lentil
842,842,34,65,19,52.749291691067214,63.22011726,5.94239222,126.33003593960635,lentil
843,843,14,69,19,35.86701636848855,63.68128841,7.239455147,148.64240790921485,lentil
844,844,22,55,16,46.143751319387746,68.03209183,6.516317561,124.63861925850102,lentil
845,845,24,61,17,58.49930670779014,65.44544859,6.233269045,164.7140559189085,lentil
846,846,2,79,15,46.62802961517765,65.47227704,7.505283615,156.46462192384678,lentil
847,847,26,63,17,56.29457968991264,65.73085206,6.950300686,171.98705060583546,lentil
848,848,27,61,15,51.29402054980922,67.10004577,6.958054839,253.75933614424542,lentil
849,849,24,70,16,47.998502381374536,68.93307305,6.54803469,180.24531984736515,lentil
850,850,13,74,25,44.609108387294924,61.09533545,6.461618577,181.2690858167892,lentil
851,851,6,64,23,46.96550331296777,67.40460704,7.065264073,157.90285022778258,lentil
852,852,12,58,23,42.057797104811684,63.39503184,6.765091462,158.8450867546312,lentil
853,853,32,79,22,46.67621141481116,63.46170674,5.91645379,218.58750305115677,lentil
854,854,6,68,18,51.1596746209578,62.50453062,6.711341147,133.5760084066702,lentil
855,855,10,79,20,48.76977984481576,66.895409,6.379881442,37.25828270036667,lentil
856,856,38,77,22,49.5782992490612,69.3159965,6.313284268,121.21748013822207,lentil
857,857,17,74,17,54.85679623367248,69.55863145,7.393210848,127.54083783467541,lentil
858,858,26,68,24,54.39792596220807,64.07691942,7.504930973,160.10721094127805,lentil
859,859,23,75,17,48.8041920301183,64.00213929,7.198076286,308.24998432252715,lentil
860,860,32,78,22,49.03478613944381,62.35557553,7.007037515,202.25460856711294,lentil
861,861,19,79,19,43.368720403652205,67.76252583,6.677262562,134.2349855089455,lentil
862,862,22,60,18,38.079629958774944,61.28633405,6.74398035,170.15185326564296,lentil
863,863,28,69,16,57.433152111688656,66.29327012,6.547361618,194.34587335231754,lentil
864,864,1,67,21,59.7889447807967,60.53657684,6.551577598,121.48107414524064,lentil
865,865,12,67,23,50.92087775199684,63.14909763,6.585020303,184.39863045331867,lentil
866,866,36,67,20,52.1587149413445,60.47528931,6.924042372,169.2662429678944,lentil
867,867,28,70,21,60.209927746971516,60.4989659,7.437373666,84.6476788824375,lentil
868,868,12,71,19,51.87651899398947,60.71367427,7.142611056,144.23101476012087,lentil
869,869,22,68,16,49.371353890346896,63.20915034,7.74672376,209.62296552815295,lentil
870,870,26,66,22,37.9995141753165,65.1034354,6.300479414,202.10661996497004,lentil
871,871,16,65,16,46.29199410433142,62.45851612,6.078724107,81.38828593205692,lentil
872,872,14,59,22,53.65149408140485,67.89815262,6.76660668,249.45665218691138,lentil
